a_name,title,tempo,energy,danceability,loudness,valence,acousticness,Mood
The Juliana Theory,Duane Joseph,165.89,0.6,0.42,-8.166,0.381,0.00214,Happy
Julian Cope,East Easy Rider,92.367,0.84,0.686,-9.392,0.852,0.112,Happy
30 Seconds To Mars,Edge Of The Earth,110.088,0.921,0.522,-4.717,0.241,0.000105,Happy
Scooter,Endless Summer,162.016,0.993,0.454,-4.424,0.151,0.00267,Happy
eleventyseven,Evil Genius,140,0.866,0.516,-4.271,0.664,0.00608,Happy
Dune,Expedicion,169.032,0.751,0.507,-13.438,0.0351,0.00478,Happy
Scooter,Fasterharderscooter,145.01,0.93,0.531,-8.181,0.247,0.0000658,Happy
Blue,Fly By,95.237,0.766,0.761,-4.12,0.77,0.16,Happy
Scooter,Friends,176.054,0.896,0.402,-7.874,0.232,0.000192,Happy
Freelance Whales,Generator ^ Second Floor,139.002,0.67,0.621,-6.358,0.478,0.0172,Happy
Dragonette,Get Lucky,150.027,0.28,0.673,-19.798,0.807,0.372,Happy
Cut Copy,Going Nowhere,124.868,0.876,0.614,-6.474,0.414,0.108,Happy
Greg Street,Good Day,94.003,0.678,0.896,-4.189,0.865,0.574,Happy
MIKA,Grace Kelly,122.287,0.847,0.678,-5.825,0.601,0.0219,Happy
Sondre Lerche,Happy Birthday Girl,88.969,0.678,0.27,-4.292,0.0937,0.0189,Happy
MIKA,Happy Ending,96.032,0.453,0.553,-8.164,0.396,0.554,Happy
Otis Redding,The Happy Song,99.787,0.394,0.733,-9.867,0.792,0.249,Happy
Dune,Hardcore Vibes,163.883,0.631,0.578,-11.93,0.484,0.0156,Happy
Amy Grant,Hats,138.856,0.8,0.699,-4.153,0.834,0.0265,Happy
Lisa Stansfield,He Touches Me,102.957,0.626,0.658,-7.308,0.53,0.501,Happy
Bryan Adams,Here I Am(Spirit: Stallion Of,98.989,0.772,0.587,-7.118,0.165,0.0104,Happy
Owl City,Hot Air Balloon,99.992,0.809,0.622,-5.806,0.73,0.145,Happy
The Boy Least Likely To,Hugging My Grudge,105.034,0.652,0.606,-7.757,0.776,0.0099,Happy
Axwell ,I Found U ,129.978,0.962,0.669,-6.972,0.227,0.0683,Happy
The Go Betweens,I Just Get Caught Out ,154.394,0.759,0.321,-9.712,0.443,0.421,Happy
Jeremy Camp,I Surrender To You,76.031,0.764,0.466,-4.753,0.343,0.0163,Happy
Ozma,In Search Of 1988,90.201,0.879,0.216,-6.794,0.227,0.000623,Happy
Crowded house,In The Lowlands,136.532,0.637,0.437,-12.047,0.586,0.0222,Happy
Weezer,Island In The Sun,114.647,0.778,0.646,-6.222,0.782,0.0108,Happy
Amy Grant,Keep It On Going,132.265,0.503,0.768,-7.663,0.986,0.16,Happy
Gin Blossoms,Keli Richards,146.726,0.938,0.448,-4.761,0.685,0.000929,Happy
Weezer,Knockdown Dragout,138.653,0.927,0.389,-4.166,0.445,0.0001,Happy
The Go! Team,LadyFlash,115.406,0.959,0.562,-5.288,0.711,0.000278,Happy
Scooter,Let Me Be Your Valentine,169.937,0.991,0.431,-4.489,0.219,0.000277,Happy
MIKA,Lollipop,95.994,0.596,0.712,-5.31,0.879,0.0302,Happy
Blue,Long Time,141.175,0.666,0.595,-3.903,0.389,0.0761,Happy
Dune,Lost In Space,170.604,0.555,0.592,-11.649,0.215,0.0944,Happy
MIKA,Love Today,124.473,0.908,0.671,-4.855,0.631,0.0252,Happy
The Cat Empire,Lullaby,105.897,0.7,0.621,-8.196,0.558,0.0477,Happy
David Bowie,Magic Dance,105.936,0.839,0.731,-6.185,0.716,0.0202,Happy
Blue,Make It Happen,110.019,0.752,0.783,-4.384,0.923,0.107,Happy
Drake Bell,Makes Me Happy,159.914,0.842,0.454,-5.68,0.632,0.0108,Happy
The Chemical Brothers,Marvo Ging,111.981,0.989,0.536,-4.229,0.225,0.000957,Happy
Rancid,Memphis,178.151,0.967,0.445,-2.222,0.513,0.00364,Happy
Dune,Million Miles From Home,170.674,0.885,0.5,-10.834,0.0378,0.00832,Happy
Kings Of Convenience,Misread,160.748,0.625,0.637,-9.783,0.896,0.734,Happy
Sophie Ellis-Bextor,Mixed Up World,114.055,0.851,0.636,-4.372,0.91,0.000457,Happy
Scooter,Move Your Ass!,160.921,0.981,0.508,-4.151,0.186,0.00133,Happy
The Vandals,My Brain Tells My Body,175.834,0.979,0.301,-2.461,0.764,0.000386,Happy
Cab Calloway & His Orchestra,Nobody's Sweetheart,104.635,0.591,0.809,-10.865,0.875,0.926,Happy
Siouxsie And The Banshees,O Baby,106.866,0.892,0.531,-7.539,0.694,0.0838,Happy
Scooter,One ,143.979,0.998,0.465,-3.526,0.755,0.000197,Happy
The Spill Canvas,One Thing Is For Sure,140.003,0.869,0.559,-3.931,0.624,0.00718,Happy
Nat King Cole,Orange Colored Sky,128.547,0.24,0.535,-15.198,0.49,0.92,Happy
Scooter,Our Happy Hardcore,165.993,0.936,0.466,-8.3,0.308,0.00221,Happy
Wiz Khalifa,Pittsburgh Sound,86.456,0.773,0.74,-5.204,0.731,0.104,Happy
Andrew Bird,Plasticities,146.838,0.497,0.61,-10.931,0.678,0.463,Happy
Dune,Rainbow To The Stars,180.711,0.862,0.425,-11.661,0.039,0.00943,Happy
Scooter,Rebel Yell,175.018,0.983,0.482,-5.392,0.519,0.000811,Happy
MIKA,"Relax, Take It Easy",121.997,0.658,0.685,-7.315,0.77,0.0639,Happy
Little River Band,Reminiscing,94.731,0.465,0.54,-11.259,0.341,0.652,Happy
MIKA,Ring Ring,129.362,0.681,0.558,-7.028,0.292,0.00657,Happy
Darren Styles,Save Me,150.103,0.643,0.431,-2.857,0.359,0.178,Happy
Sugarcult,Saying Goodbye,111.034,0.939,0.555,-5.854,0.658,0.000443,Happy
Snoop Dogg,Signs,112.965,0.701,0.933,-5.603,0.612,0.0374,Happy
Weezer,Simple Pages,204.969,0.899,0.199,-4.181,0.426,0.000168,Happy
Moloko,Sing It Back (Mousse T's Feel,129.042,0.943,0.798,-4.898,0.759,0.00529,Happy
Fountains Of Wayne,Stacy's Mom,118.015,0.75,0.774,-4.927,0.925,0.0021,Happy
David Crowder Band,Stars,120.042,0.326,0.59,-9.533,0.194,0.701,Happy
Owl City,Strawberry Avalanche,117.002,0.838,0.578,-6.085,0.392,0.0133,Happy
KT Tunstall,Suddenly I See,100.455,0.764,0.582,-5.719,0.653,0.233,Happy
Scissor Sisters,Take Your Mama,153.96,0.954,0.762,-4.542,0.933,0.22,Happy
Elvis Costello,Temptation,145.608,0.526,0.6,-8.148,0.883,0.0216,Happy
Acid House Kings,That's Because You Drive Me,89.659,0.508,0.445,-10.585,0.559,0.45,Happy
The Boy Least Likely To,The Battle Of The Boy Least Likely to,172.07,0.188,0.369,-17.02,0.146,0.411,Happy
Elvis Costello,The Imposter,185.211,0.906,0.482,-6.648,0.963,0.000139,Happy
Alisha's Attic,The Incidentals,82.625,0.555,0.521,-7.358,0.653,0.217,Happy
The Pogues ,The Irish Rover,140.587,0.95,0.568,-5.405,0.966,0.502,Happy
The New Pornographers,The Laws Have Changed,141.948,0.919,0.532,-3.139,0.688,0.00344,Happy
30 Seconds To Mars,The Story,176.691,0.671,0.347,-7.293,0.403,0.185,Happy
Turin Brakes,Timewaster,136.226,0.934,0.473,-4.298,0.497,0.0181,Happy
I'm From Barcelona,Treehouse,145.071,0.786,0.464,-5.669,0.698,0.0132,Happy
The Cloud Room,We Sleep In The Ocean,123.765,0.655,0.629,-7.685,0.176,0.511,Happy
I'm From Barcelona,We're From Barcelona,119.923,0.93,0.59,-4.259,0.954,0.0984,Happy
Bedouin Soundclash,When The Night Feels My Song,109.2,0.523,0.938,-8.582,0.724,0.255,Happy
Gloriana,Wild At Heart,97.998,0.859,0.583,-4.009,0.772,0.0183,Happy
Gogol Bordello,Wonderlust King,134.963,0.891,0.57,-4.521,0.608,0.0153,Happy
Deee-Lite,World Clique,119.907,0.627,0.706,-15.463,0.836,0.014,Happy
Jaymay,You Are The Only One I Love,77.429,0.299,0.477,-12.524,0.173,0.904,Happy
Smashing Pumpkins,1979,126.879,0.788,0.765,-9.896,0.964,0.0166,Relax
Bob Marley & The Wailers,Africa Unite,127.526,0.435,0.904,-10.043,0.756,0.196,Relax
Radiohead,Airbag,167.946,0.872,0.306,-7.313,0.648,0.00792,Relax
Radiohead,All I Need,88.005,0.477,0.668,-8.709,0.0966,0.517,Relax
Sick Puppies,All The Same,177.592,0.76,0.311,-6.301,0.189,0.000962,Relax
Linda Eder,All The Way,96.025,0.125,0.2,-14.866,0.0802,0.944,Relax
Above & Beyond,Alone Tonight,137.937,0.53,0.345,-9.978,0.276,0.602,Relax
Coldplay,Amsterdam,73.076,0.176,0.262,-10.463,0.105,0.836,Relax
Motorcycle,As The Rush Comes (Radio Edit),135.01,0.817,0.614,-7.527,0.644,0.058,Relax
Ferry Corsten,Beautiful (Extended),134.998,0.753,0.533,-9.243,0.766,0.000441,Relax
Owen,Bed Abuse ,118.026,0.53,0.548,-14.16,0.277,0.0621,Relax
Cold,Black Sunday,98.038,0.845,0.229,-5.482,0.199,0.00458,Relax
Corinne Bailey Rae,Breathless,175.372,0.483,0.318,-7.981,0.264,0.349,Relax
Armin Van Buuren ,Burned With Desire ,137.953,0.916,0.487,-7.986,0.429,0.000638,Relax
Norah Jones,Carnival Town,86.102,0.0361,0.594,-16.062,0.186,0.987,Relax
Chris Lake ,Changes,126.964,0.936,0.55,-5.101,0.475,0.000403,Relax
Air,Cherry Blossom Girl,75.012,0.76,0.436,-7.906,0.504,0.362,Relax
Coldplay,Clocks,130.969,0.749,0.577,-7.215,0.261,0.599,Relax
ATB,Collides With Beauty,136.988,0.896,0.595,-6.789,0.797,0.0418,Relax
Jack Johnson,Constellations,122.025,0.299,0.719,-12.465,0.446,0.47,Relax
Blonde Redhead,Doll Is Mine,153.587,0.508,0.524,-8.412,0.362,0.0336,Relax
Madeleine Peyroux,Don't Cry Baby,105.603,0.337,0.635,-10.088,0.258,0.89,Relax
Coldplay,Don't Panic,122.062,0.612,0.602,-8.409,0.453,0.206,Relax
Secret Garden,Dreamcatcher,73.517,0.158,0.185,-19.246,0.0713,0.923,Relax
Sinead O'Connor,Drink Before The War,123.936,0.265,0.508,-12.254,0.0973,0.537,Relax
Armin Van Buuren ,Empty State,135.994,0.824,0.515,-11.786,0.235,0.0000369,Relax
ATB,Feel Alive (Alternative Radio,132.028,0.85,0.504,-6.028,0.543,0.00493,Relax
Joe Cocker,Feelin' Alright,90.095,0.836,0.538,-10.031,0.874,0.674,Relax
Owen,Gazebo,127.901,0.424,0.57,-11.918,0.343,0.143,Relax
Sinead O'Connor,Gloomy Sunday,124.25,0.156,0.294,-17.397,0.092,0.896,Relax
Goldfrapp,Hairy Trees,104.195,0.487,0.52,-11.72,0.0831,0.362,Relax
Plain White Ts,Hey There Delilah,104.063,0.293,0.651,-10.575,0.313,0.886,Relax
The Chemical Brothers,Hold Tight London,132.975,0.761,0.705,-6.85,0.826,0.194,Relax
The Go! Team,Hold Yr Terror Close,124.854,0.393,0.308,-10.841,0.764,0.924,Relax
Gorillaz,Hong Kong,148.128,0.582,0.513,-7.394,0.241,0.712,Relax
Akon,I Wanna Love You,99.98,0.46,0.866,-9.252,0.29,0.0442,Relax
Luka Bloom,I'll Walk Beside You,111.66,0.114,0.326,-16.176,0.319,0.931,Relax
JS,Ice Cream,123.004,0.62,0.804,-6.35,0.661,0.208,Relax
Coldplay,In My Place,144.642,0.587,0.425,-5.453,0.194,0.0565,Relax
The Exies,Inertia,110.415,0.763,0.498,-5.379,0.335,0.104,Relax
Jimmy Eat World,Just Watch The Fireworks,120.327,0.69,0.657,-8.154,0.196,0.00335,Relax
Corinne Bailey Rae,Like A Star,122.713,0.226,0.605,-10.617,0.142,0.715,Relax
Embrace,Looking As You Are,145.689,0.41,0.295,-9.037,0.252,0.22,Relax
Seabear,Lost Watch,163.078,0.234,0.271,-11.641,0.12,0.888,Relax
Roger Sanchez,Lost,127.983,0.747,0.707,-7.203,0.566,0.0194,Relax
Sinead O'Connor,Love Letters,107.799,0.236,0.305,-11.562,0.241,0.665,Relax
Babyshambles,Love You But You're Green,87.12,0.495,0.523,-6.654,0.401,0.366,Relax
The Spill Canvas,Lullaby,119.683,0.399,0.561,-6.678,0.236,0.241,Relax
Room 5 ,Make Luv ,124.845,0.785,0.869,-9.005,0.743,0.00714,Relax
Yeah Yeah Yeahs,Man,188.421,0.975,0.229,-2.575,0.0978,0.0276,Relax
DJ Shadow,Mutual Slump,98.018,0.829,0.5,-6.275,0.359,0.596,Relax
Jimmy Eat World,My Sundown,96.196,0.433,0.539,-12.246,0.141,0.147,Relax
Massive Attack,Name Taken,160.038,0.676,0.496,-11.236,0.0395,0.0928,Relax
Cosmic Gate ,Not Enough Time,131.951,0.568,0.624,-9.358,0.277,0.00387,Relax
Calexico,Not Even Stevie Nicks,132.174,0.394,0.522,-8.761,0.188,0.881,Relax
Room Eleven,One Of These Days,102.911,0.493,0.683,-9.557,0.704,0.428,Relax
Matt Bianco,Ordinary Day,79.981,0.511,0.73,-10.709,0.701,0.766,Relax
Anberlin,Paperthin Hymn,180.434,0.597,0.298,-12.107,0.536,0.00111,Relax
The Last Goodnight,Pictures Of You,207.673,0.816,0.325,-3.714,0.579,0.165,Relax
Jimmy Eat World,Polaris,111.009,0.945,0.523,-5.642,0.339,0.000183,Relax
Enigma,Return To Innocence,88.026,0.584,0.476,-12.357,0.417,0.119,Relax
Erasure,Say What,190.986,0.538,0.599,-12.326,0.877,0.0536,Relax
Smashing Pumpkins,"Soma (Live In London, 1994)",130.382,0.404,0.307,-10.379,0.195,0.0656,Relax
The Starting Line,Something Left To Give,103.982,0.709,0.444,-5.518,0.351,0.0474,Relax
A Balladeer,Swim With Sam,118.998,0.667,0.629,-7.434,0.612,0.0741,Relax
Kaiser Chiefs,Team Mate,108.123,0.58,0.559,-8.596,0.206,0.00208,Relax
Smog,Teenage Spaceship,141.814,0.0665,0.47,-22.287,0.214,0.608,Relax
Everything But The Girl,Temperamental,123.971,0.76,0.764,-9.352,0.938,0.0485,Relax
Frankie Goes To Hollywood,The Power of Love,122.913,0.164,0.466,-17.17,0.101,0.364,Relax
Norah Jones,Those Sweet Words,103.152,0.234,0.798,-10.699,0.403,0.875,Relax
Keane,To The End Of The Earth,119.981,0.689,0.503,-7.01,0.337,0.0123,Relax
The Jam,Town Called Malice,101.798,0.917,0.553,-8.806,0.781,0.00265,Relax
Massive Attack,Unfinished Sympathy,114.436,0.835,0.592,-8.475,0.703,0.0393,Relax
Dash Berlin,Waiting,135.986,0.847,0.519,-6.716,0.169,0.052,Relax
Ben Harper,Walk Away,140.427,0.0954,0.712,-15.896,0.393,0.875,Relax
Coldplay,We Never Change,136.924,0.286,0.434,-10.803,0.122,0.533,Relax
Seventh Day Slumber,When The Children Cry,137.928,0.605,0.536,-6.231,0.156,0.129,Relax
Venus In Flames,Whole New Me,122.979,0.137,0.424,-15.58,0.288,0.909,Relax
Connie Francis,You're Gonna Miss Me,190.714,0.285,0.326,-9.377,0.455,0.841,Relax
Mnemic,Zero Gravity,89.994,0.728,0.387,-10.639,0.112,0.000178,Relax
Bonded by Blood,Vengeance,165.979,0.997,0.21,-3.143,0.183,0.0000138,Angry
Strata,Daylight in the City,139.971,0.545,0.511,-7.169,0.0835,0.542,Sad
Will Young,Leave Right Now,81.988,0.456,0.639,-8.612,0.372,0.141,Sad
Kinnie Starr,Come,81.623,0.294,0.779,-10.249,0.577,0.0961,Happy
Lucille Bogan,Drinking Blues,94.902,0.0717,0.464,-12.185,0.381,0.994,Happy
Fireball Ministry,Muscle of Love,102.47,0.802,0.318,-5.508,0.709,0.000832,Happy
Onyx,Throw Ya Gunz,187.95,0.587,0.693,-11.881,0.696,0.00186,Angry
Everclear,Learning How to Smile,99.018,0.91,0.547,-4.893,0.48,0.0976,Sad
Four Year Strong,Ironic,75.654,0.812,0.195,-4.712,0.338,0.00422,Angry
A Flock of Seagulls,Nightmares,150.645,0.93,0.677,-6.7,0.712,0.204,Angry
Roy Orbison,Crying,96.685,0.293,0.35,-9.502,0.162,0.758,Sad
Silly Wizard,The Queen of Argyll,93.868,0.782,0.475,-6.343,0.844,0.752,Happy
Justin Sane,61C Days Turned to Nights,83.624,0.422,0.575,-7.236,0.377,0.739,Happy
Bernadette Peters,Time Heals Everything,88.357,0.349,0.39,-13.213,0.239,0.796,Sad
Gogol Bordello,Alcohol,109.722,0.593,0.488,-7.01,0.633,0.0618,Sad
Santana,Evil Ways,117.472,0.528,0.704,-13.382,0.73,0.22,Happy
Phil Ochs,When I'm Gone,83.079,0.0966,0.47,-19.103,0.23,0.948,Sad
The Mamas & the Papas,Do You Wanna Dance,108.767,0.339,0.592,-11.737,0.655,0.73,Happy
Himsa,Haunter,83.969,0.955,0.244,-3.615,0.126,0.0000023,Angry
Hawk Nelson,You Have What I Need,163.984,0.966,0.412,-3.823,0.359,0.0000131,Angry
Anarbor,The Brightest Green,151.958,0.855,0.546,-3.904,0.667,0.000585,Happy
Prince,Private Joy,142.545,0.335,0.82,-17.726,0.949,0.0174,Happy
Paul Anka,Can't Get Used to Losing You,186.696,0.264,0.433,-12.526,0.727,0.496,Sad
Coldplay,Rainy Day,137.994,0.677,0.376,-6.964,0.653,0.0765,Relax
Ruff Endz,Don't Stop,102.01,0.615,0.873,-5.013,0.886,0.0333,Relax
The White Stripes,Wasting My Time,75.753,0.599,0.513,-3.436,0.34,0.903,Angry
Hatebreed,Tear It Down,174.87,0.946,0.476,-4.049,0.883,0.00000363,Angry
In Fear and Faith,You Already Know You're a Goner,150.013,0.921,0.304,-3.523,0.386,0.0000252,Angry
The Hollies,Survival of the Fittest,130.143,0.74,0.609,-10.483,0.939,0.0193,Happy
Status Quo,Don't Stop,127.65,0.793,0.657,-10.767,0.759,0.108,Happy
Christopher Cross,Talking in My Sleep,104.213,0.183,0.714,-18.668,0.338,0.491,Sad
Thyrfing,A Burning Arrow,164.524,0.835,0.196,-11.373,0.207,0.0000046,Angry
Stray Cats,Rumble In Brighton,97.944,0.854,0.518,-9.823,0.813,0.145,Angry
Annie Lennox,Don't Let It Bring You Down,68.803,0.478,0.415,-6.665,0.304,0.752,Sad
Carrie Newcomer,Something Worth Fighting For,114.956,0.651,0.771,-6.368,0.454,0.109,Relax
The Coral,Dreaming of You,199.098,0.729,0.447,-6.108,0.971,0.431,Sad
Blood for Blood,Anywhere but Here (Maybe Someday),125.819,0.959,0.313,-3.932,0.493,0.000153,Angry
The Righteous Brothers,Just Once in My Life,90.224,0.398,0.258,-12.869,0.273,0.623,Sad
Loretta Lynn,Peace in the Valley,78.014,0.309,0.61,-9.948,0.29,0.674,Happy
The Pierces,I Don't Need You,139.829,0.489,0.495,-6.247,0.379,0.0435,Sad
4 Promille,Fight for Your Class,95.157,0.721,0.52,-6.947,0.812,0.0102,Angry
Third Day,My Heart,91.514,0.68,0.541,-6.524,0.487,0.0293,Happy
Glen Campbell,If Not for You,126.508,0.404,0.703,-13.888,0.76,0.357,Sad
Barry Louis Polisar,"I Can't, I Can't",113.42,0.478,0.687,-9.102,0.0845,0.0777,Angry
Nelly,St. Louie,168.825,0.634,0.857,-7.271,0.834,0.0496,Angry
LaRue,Reason,77.92,0.657,0.434,-8.274,0.285,0.0506,Sad
Liam Lynch,SOS,141.044,0.846,0.569,-2.423,0.888,0.183,Happy
Oasis,Boy With the Blues,79.044,0.797,0.412,-5.146,0.191,0.00645,Happy
Her Space Holiday,Meet the Pressure,95.02,0.498,0.714,-8.429,0.279,0.687,Sad
Luther Vandross,Heaven Knows,107.11,0.809,0.769,-9.446,0.767,0.227,Happy
Brakes,Hold Me in the River,151.073,0.905,0.395,-2.792,0.766,0.0107,Happy
Missing Persons,Noticeable One,129.633,0.895,0.651,-10.824,0.861,0.0114,Happy
Gigi D'Agostino,Those Were the Days,134.982,0.515,0.755,-8.808,0.46,0.0727,Happy
Under the Influence of Giants,Heaven Is Full,124.04,0.85,0.695,-6.384,0.734,0.00117,Sad
Silent Force,The Blade,134.995,0.963,0.474,-5.063,0.112,0.0000165,Angry
Marissa Nadler,Under an Old Umbrella,176.55,0.511,0.222,-7.489,0.391,0.729,Sad
Danni Carlos,Inbetween Days,136.052,0.669,0.669,-6.075,0.726,0.648,Sad
The Grass Roots,Midnight Confessions,134.637,0.593,0.692,-10.985,0.836,0.0204,Happy
Orchestral Manoeuvres in the Dark,Burning,113.848,0.942,0.605,-8.199,0.81,0.0607,Sad
Martina McBride,Blessed,114.993,0.629,0.587,-7.439,0.425,0.183,Sad
Galt MacDermot,The Flesh Failures (Let The Sunshine In),106.237,0.859,0.56,-9.127,0.468,0.045,Angry
The Ataris,Takeoffs and Landings,179.926,0.962,0.407,-3.842,0.56,0.000839,Happy
Finger Eleven,Them vs. You vs. Me,114.074,0.544,0.577,-9.939,0.38,0.682,Angry
Neil Diamond,At the Movies,133.992,0.784,0.772,-7.905,0.66,0.201,Happy
The Exies,Ugly,169.552,0.941,0.214,-2.983,0.17,0.000441,Angry
Train,Landmine,76.179,0.809,0.466,-5.051,0.438,0.452,Sad
Time Again,Movin' On,176.017,0.941,0.396,-5.061,0.491,0.00000308,Happy
Luke Bryan,We Rode in Trucks,145.994,0.713,0.544,-6.365,0.665,0.0291,Sad
Jack Johnson,We're Going to Be Friends,105.279,0.305,0.666,-12.253,0.706,0.833,Happy
From Autumn to Ashes,Chloroform Perfume,79.718,0.508,0.418,-9.2,0.169,0.0506,Sad
Carla Bruni,Before the World Was Made,120.025,0.297,0.619,-13.185,0.123,0.565,Sad
Barclay James Harvest,Medicine Man,71.199,0.344,0.333,-14.425,0.355,0.517,Angry
Sybreed,Nomenklatura,120.068,0.858,0.58,-5.655,0.227,0.0000422,Angry
Martin L. Gore,Stardust,105.043,0.456,0.612,-13.351,0.329,0.333,Happy
XTC,Meccanik Dancing (Oh We Go!),127.007,0.898,0.557,-4.158,0.876,0.00203,Relax
Go-Go's,Let's Get Together,161.987,0.869,0.477,-3.788,0.586,0.00336,Happy
Free,The Stealer,175.228,0.581,0.351,-12.618,0.759,0.0228,Happy
Carter the Unstoppable Sex Machine,The Only Living Boy in New Cross,143.996,0.783,0.529,-7.467,0.518,0.0842,Sad
Gossip,Sweet Baby,126.047,0.941,0.562,-3.554,0.711,0.431,Angry
A Flock of Seagulls,Space Age Love Song,139.959,0.744,0.447,-4.613,0.552,0.0000362,Happy
The House of Love,Hope,127.975,0.721,0.56,-6.833,0.569,0.04,Sad
Kenny Loggins,Just Breathe,100.915,0.668,0.556,-10.778,0.256,0.00108,Happy
Domine,The Fall of the Spiral Tower,173.763,0.965,0.35,-4.825,0.21,0.0000117,Angry
Heideroosjes,Scapegoat Revolution,127.083,0.972,0.443,-4.302,0.592,0.0000424,Angry
Marvin Gaye,Wherever I Lay My Hat (That's My Home),121.403,0.593,0.675,-10.114,0.892,0.0573,Happy
Helen Love,Debbie Loves Joey,171.99,0.84,0.418,-3.868,0.942,0.0000968,Happy
Mario Lanza,O Sole Mio,81.315,0.345,0.144,-12.558,0.211,0.917,Sad
Ms. Jade,Jade's a Champ,82.279,0.766,0.639,-4.64,0.686,0.473,Angry
Alias,Angel of Solitude,171.185,0.664,0.415,-8.238,0.0386,0.595,Angry
Des'ree,Caring World,185.444,0.571,0.525,-13.241,0.329,0.203,Sad
The End,Orthodox Unparalleled,144.58,0.727,0.329,-8.367,0.0549,0.000105,Angry
Cher,Please Don't Tell Me,137.938,0.22,0.446,-13.906,0.441,0.0537,Sad
Barbara Mason,Yes I'm Ready,173.142,0.377,0.237,-8.798,0.479,0.902,Happy
Across Five Aprils,My Eyes Murdered Charles Townsend,95.094,0.978,0.224,-1.017,0.181,0.000129,Angry
Metro Station,True to Me,75.008,0.813,0.503,-5.944,0.632,0.000858,Happy
The Sensational Alex Harvey Band,Vambo,139.845,0.755,0.331,-9.942,0.531,0.241,Angry
Red Hot Chili Peppers,Higher Ground,140.404,0.979,0.476,-3.506,0.416,0.0014,Happy
The Five Keys,Wisdom of a Fool,92.417,0.156,0.353,-18.656,0.22,0.922,Sad
Amistades Peligrosas,Menina das favelas,130.881,0.541,0.768,-6.191,0.869,0.701,Happy
Continental Drifters,The Rain Song,121.761,0.779,0.506,-5.639,0.722,0.0363,Happy
Sonny & Cher,You Baby,118.772,0.743,0.465,-7.988,0.429,0.327,Sad
Kingmaker,Stay Free,91.457,0.887,0.47,-7.285,0.576,0.122,Angry
matt pond PA,It Is Safe,133.982,0.835,0.621,-5.536,0.325,0.0125,Sad
The Bouncing Souls,Better Life,126.453,0.995,0.489,-2.004,0.639,0.00166,Happy
autoKratz,Stay the Same,129.943,0.733,0.602,-4.019,0.472,0.0000557,Happy
Drawn and Quartered,Sodomized and Butchered,149.314,0.98,0.263,-5.264,0.225,0.0000741,Angry
W.A.S.P.,Live to Die Another Day,152.938,0.951,0.291,-2.759,0.286,0.0000352,Angry
KRS-One,Ah Yeah,76.971,0.71,0.81,-7.781,0.816,0.0145,Angry
The Exploited,Punk's Not Dead,80.897,0.799,0.341,-12.204,0.233,0.0172,Angry
"Harry Connick, Jr.",Loved By Me,100.736,0.0276,0.445,-21.097,0.0814,0.666,Sad
Fear Factory,Pisschrist,81.507,0.986,0.285,-5.011,0.0443,0.000125,Angry
45 Grave,45 Grave,115.889,0.826,0.381,-9.216,0.158,0.000151,Happy
The Ink Spots,I'll Get By (As long as I Have You),87.022,0.0671,0.412,-21,0.176,0.915,Sad
ABBA,Chiquitita,84.246,0.539,0.53,-8.06,0.38,0.715,Sad
Zero Hour,The Towers of Avarice,127.421,0.872,0.367,-7.119,0.255,0.000515,Angry
Martha Wainwright,Bleeding All Over You,82.44,0.699,0.465,-7.054,0.358,0.248,Sad
Stevie Wonder,All I Do,117.213,0.485,0.848,-16.586,0.88,0.0933,Happy
Catch 22,Motown Cinderella,199.195,0.85,0.345,-7.491,0.773,0.0136,Happy
Uncle Tupelo,Screen Door,109.048,0.359,0.383,-12.709,0.6,0.322,Relax
'Til Tuesday,Love in a Vacuum,123.124,0.638,0.657,-7.992,0.812,0.207,Happy
Ashton Shepherd,I Ain't Dead Yet,95.856,0.588,0.548,-3.587,0.574,0.563,Angry
Bobby Vee,Rubber Ball,144.779,0.492,0.434,-10.116,0.713,0.229,Happy
Jerry Reed,Alabama Jubilee,118.067,0.751,0.707,-12.215,0.964,0.684,Relax
The Mooney Suzuki,Everything's Gone Wrong,170.789,0.964,0.347,-2.292,0.951,0.0498,Happy
Camel,Refugee,117.89,0.537,0.816,-13.481,0.963,0.242,Relax
Honor Society,Magic,118.006,0.877,0.674,-4.837,0.895,0.000994,Happy
Morbid Angel,Caesar's Palace,128.17,0.866,0.257,-7.714,0.242,0.000635,Sad
Thelma Houston,Don't Leave Me This Way,121.065,0.667,0.531,-9.721,0.731,0.0986,Angry
Orgy,Make Up Your Mind,168.075,0.948,0.478,-3.488,0.572,0.0185,Happy
Blind Lemon Jefferson,Rising High Water Blues,105.886,0.0164,0.602,-23.732,0.478,0.991,Sad
Ice MC,Cinema,123.099,0.704,0.842,-11.607,0.856,0.00368,Happy
Bone Thugs-n-Harmony,Tha Crossroads,144.29,0.509,0.679,-7.31,0.534,0.0856,Sad
The Temper Trap,Science of Fear,150.035,0.846,0.466,-6.622,0.211,0.000408,Angry
Dolly Parton,We Used To,145.293,0.13,0.348,-16.242,0.362,0.914,Sad
Morcheeba,Let It Go,164.078,0.824,0.572,-5.125,0.578,0.0785,Relax
Boyz II Men,Silent Night,82.666,0.131,0.19,-19.648,0.081,0.917,Sad
Bette Midler,Big Noise From Winnetka,154.628,0.7,0.377,-13.377,0.401,0.00977,Happy
Carly Binding,So Radiate,94.966,0.776,0.448,-5.063,0.419,0.00244,Angry
